Name,AUID,Coords,Const,Type,Period,Mag,ra,dec
Gaia19czs,000-BNF-053,08 41 13.55 -33 17 44.2,Pyx,UG,--,18.0 - 20.5 G,130.30645833333332,-33.29561111111111
Gaia19dhr,000-BNF-834,08 54 39.64 -32 24 48.3,Pyx,UG,--,15.6 - 19.7 G,133.66516666666666,-32.41341666666666
Gaia19diz,000-BNF-920,08 27 46.10 -31 40 49.6,Pyx,UGZ,--,16.9 - 18.8 G,126.9420833333333,-31.680444444444447
Gaia19dmg,000-BNG-177,08 41 15.06 -28 42 13.7,Pyx,NL/VY,--,17.6 - 20.9 G,130.31275,-28.703805555555554
Gaia19epq,000-BNH-410,08 46 21.48 -27 57 42.4,Pyx,UG,--,17.6 - 20.7 G,131.5895,-27.961777777777776
Gaia19fki,000-BNJ-268,08 47 59.72 -32 32 47.8,Pyx,UG:,--,18.8 - <22 G,131.9988333333333,-32.54661111111111
Gaia20ahb,000-BNK-650,09 01 22.03 -27 49 35.3,Pyx,UGZ,--,17.9 - 20.1 G CV,135.34179166666667,-27.826472222222222
Gaia20bha,000-BNL-406,09 12 38.18 -27 56 26.1,Pyx,UG,--,17.5 - 19.2 G,138.1590833333333,-27.940583333333333
Gaia20cbe,000-BNM-481,08 34 18.48 -27 57 03.0,Pyx,UG,--,17.8 - 21.3 G g,128.57699999999997,-27.950833333333332
Gaia20cms,000-BNN-032,08 29 56.08 -29 32 21.1,Pyx,UG,--,18.3 - 21.3 G,127.48366666666665,-29.539194444444448
Gaia20eew,000-BNR-132,08 37 43.36 -24 17 47.0,Pyx,UG:,--,16.6 - <23 g G,129.43066666666667,-24.29638888888889
Gaia20eft,000-BNR-176,08 27 23.54 -24 47 57.7,Pyx,UG,--,18.1 - 23: g G,126.8480833333333,-24.799361111111114
Gaia20exz,000-BNR-837,09 00 19.63 -33 05 34.4,Pyx,UG,--,17.8 - 21.1 G,135.08179166666665,-33.09288888888889
Gaia20fgw,000-BNS-198,08 52 42.65 -33 59 03.2,Pyx,UG:,--,17.6 - <22 G,133.17770833333333,-33.98422222222222
Gaia21arn,000-BNW-271,09 07 37.99 -30 05 43.3,Pyx,NL/VY,--,17.5 - <20.9 G,136.90829166666666,-30.09536111111111
Gaia21atd,000-BNW-498,08 45 12.01 -30 17 13.6,Pyx,UG,--,>18.3 - <23 g G,131.30004166666663,-30.287111111111113
Gaia21aud,000-BNW-496,08 59 10.33 -34 00 28.9,Pyx,UG,--,17.0 - <22 G,134.79304166666662,-34.00802777777778
Gaia21cfc,000-BNZ-059,08 54 47.01 -34 06 49.2,Pyx,UG:,--,17.5 - <22 G,133.695875,-34.11366666666667
Gaia21csd,000-BNZ-751,09 12 24.61 -35 15 12.8,Pyx,UG,--,18.2 - 20.6 G,138.10254166666664,-35.25355555555556
Gaia21egs,000-BPD-418,09 02 27.80 -30 14 11.0,Pyx,UG:,--,17.7 - <23: r G,135.6158333333333,-30.23638888888889
Gaia21ftn,000-BPG-297,08 55 06.18 -25 50 26.2,Pyx,UG,--,18.6 - <23 r G,133.77575,-25.84061111111111
Gaia21ftq,--,08 45 28.12 -28 19 20.7,Pyx,UG|SN,--,18.5 - <22 G,131.36716666666666,-28.322416666666665
Gaia21fud,--,08 40 03.11 -30 42 11.3,Pyx,UG:,--,18.7 - <23 r G,130.0129583333333,-30.703138888888887
Gaia21fuw,--,09 23 25.06 -33 46 03.5,Pyx,UG,--,18.8 - <21.2 G,140.85441666666665,-33.76763888888889
Gaia22dem,000-BPK-842,09 07 27.49 -27 56 57.7,Pyx,UG,--,18.5 - 21.1 G,136.86454166666667,-27.949361111111113
Gaia22efi,000-BPL-636,08 37 38.40 -25 42 56.4,Pyx,UG,--,17.6 - 21.3 G,129.41,-25.715666666666667
GSC 07153-01131,000-BMZ-022,09 26 12.86 -31 08 42.6,Pyx,UGZ/IW,--,13.8 - 16.5 V,141.55358333333334,-31.145166666666665
MASTER OT J083244.44-214911.5,000-BLQ-988,08 32 44.44 -21 49 11.5,Pyx,UG,--,17.7 - <22: CR,128.18516666666665,-21.81986111111111
MASTER OT J085335.52-234408.7,--,08 53 35.52 -23 44 08.7,Pyx,UG,--,17.1 - <18.9 CR,133.398,-23.73575
MASTER OT J085854.16-274030.7,000-BLM-910,08 58 54.18 -27 40 30.5,Pyx,UGWZ,--,13.7 - 19.3 B CR,134.72575,-27.675138888888892
MASTER OT J090639.19-275335.5,000-BLS-057,09 06 39.19 -27 53 35.5,Pyx,UG,--,16.7 - 21.7 B CR,136.66329166666665,-27.893194444444443
MASTER OT J091631.68-330230.1,000-BLS-058,09 16 31.73 -33 02 30.5,Pyx,UG,--,16.4 - 21.3 B CR,139.13220833333335,-33.041805555555555
PS17bvb,--,09 06 28.83 -24 57 50.4,Pyx,UG:,--,17.4 - <22 G,136.62012499999997,-24.964
SSS 110312:084128-231726,000-BLV-967,08 41 27.97 -23 17 25.5,Pyx,UG:,--,17.0 - <22 CV,130.36654166666665,-23.29041666666667
SSS 110406:091558-304726,--,09 15 58.34 -30 47 26.4,Pyx,UG,--,17.2 - 20.8 CV,138.99308333333332,-30.790666666666667
SSS 110407:085024-235811,000-BNS-847,08 50 24.15 -23 58 10.8,Pyx,UG,--,14.9 - 20.6 G CV,132.600625,-23.969666666666665
SSS 110515:092151-295737,--,09 21 50.47 -29 57 36.9,Pyx,UG,--,16.0 - <22 CV,140.46029166666665,-29.96025
SSS 120517:090619-275831,000-BKR-018,09 06 19.20 -27 58 31.4,Pyx,CV:,--,15.5 - 18.8 CV,136.57999999999996,-27.975388888888887
SSS 121216:091626-280749,000-BLQ-322,09 16 26.27 -28 07 49.0,Pyx,UG:,--,19.0 - <21 CV,139.10945833333332,-28.130277777777778
SSS 130305:090041-215035,--,09 00 41.23 -21 50 34.9,Pyx,UG,--,16.8 - 19.8 CV,135.17179166666665,-21.843027777777777
ZTF19aagmuyi,--,08 35 41.54 -23 44 52.2,Pyx,UG,--,16.7 - 19.5 g,128.92308333333332,-23.747833333333336
ZTF19aagmvbu,--,08 42 13.81 -23 04 23.5,Pyx,UG,--,17.9 - 20.2: g,130.55754166666665,-23.073194444444443
ZTF19aakroeq,--,08 38 16.00 -27 29 31.1,Pyx,UG,--,16.2 - 18.7 g,129.56666666666666,-27.491972222222223
ZTF20aaekjhw,--,08 42 19.09 -26 18 17.4,Pyx,UG,--,16.2 - 20.1 g,130.57954166666664,-26.304833333333335
ZTF21aaanzzg,--,08 42 58.63 -21 45 03.0,Pyx,UG,--,17.0 - 22.9 g,130.74429166666664,-21.750833333333333
VX Ret,000-BCZ-016,04 04 05.71 -57 53 26.4,Ret,UG,--,14.7 - 18.1 B,61.023791666666654,-57.89066666666667
YZ Ret,000-BNF-819,03 58 29.55 -54 46 41.2,Ret,NA/VY,0.1324539,3.7 - 18.0 V,59.623124999999995,-54.77811111111111
ASASSN-14ka,000-BLL-073,04 20 39.76 -62 45 00.9,Ret,UG+E,0.17716,14.7 - 18.7 V,65.16566666666667,-62.75025
ASASSN-16ir,000-BLY-897,03 52 48.73 -59 01 00.1,Ret,UG,--,15.6 - 20.8 B V,58.203041666666664,-59.01669444444445
ASASSN-18vn,000-BMV-023,03 43 28.97 -52 56 07.0,Ret,UGWZ:,--,13.0 - 19.6 B g,55.87070833333333,-52.93527777777778
ASASSN-23bc,000-BPN-906,04 01 53.76 -57 32 10.2,Ret,UG,--,16.4 - 21.7 g,60.474,-57.53616666666667
